State,Map Region,District,Suburb Name,Postcode
NSW,Sydney,Wollondilly,Tahmoor,2573
NSW,Sydney,Wollondilly,The Oaks,2570
NSW,Sydney,Wollondilly,Theresa Park,2570
NSW,Sydney,Wollondilly,Thirlmere,2572
NSW,Sydney,Wollondilly,Warragamba,2752
NSW,Sydney,Wollondilly,Werombi,2570
NSW,Sydney,Wollondilly,Wilton,2571
NSW,Sydney,Wollondilly,Yanderra,2574
NSW,Sydney,Wollondilly,Yerranderie,2787
NSW,Sydney,Wollondilly,Yerranderie,2570
NSW,Sydney,Woollahra,Bellevue Hill,2023
NSW,Sydney,Woollahra,Darling Point,2027
NSW,Sydney,Woollahra,Double Bay,2028
NSW,Sydney,Woollahra,Edgecliff,2027
NSW,Sydney,Woollahra,Kings Cross,1340
NSW,Sydney,Woollahra,Kings Cross,1340
NSW,Sydney,Woollahra,Paddington,2021
NSW,Sydney,Woollahra,Point Piper,2027
NSW,Sydney,Woollahra,Rose Bay,2029
NSW,Sydney,Woollahra,Rose Bay North,2030
NSW,Sydney,Woollahra,Rose Bay North,2030
NSW,Sydney,Woollahra,Rushcutters Bay,2011
NSW,Sydney,Woollahra,Vaucluse,2030
NSW,Sydney,Woollahra,Watsons Bay,2030
NSW,Sydney,Woollahra,Woollahra,2025
NT,Darwin,Darwin City,Alawa,810
NT,Darwin,Darwin City,Anula,812
NT,Darwin,Darwin City,Bayview,820
NT,Darwin,Darwin City,Berrimah,828
NT,Darwin,Darwin City,Brinkin,810
NT,Darwin,Darwin City,Buffalo Creek,812
NT,Darwin,Darwin City,Casuarina,810
NT,Darwin,Darwin City,Coconut Grove,810
NT,Darwin,Darwin City,Coonawarra,820
NT,Darwin,Darwin City,Darwin,800
NT,Darwin,Darwin City,Darwin,800
NT,Darwin,Darwin City,Darwin,800
NT,Darwin,Darwin City,Darwin Airport,820
NT,Darwin,Darwin City,Darwin Airport,820
NT,Darwin,Darwin City,Darwin City,800
NT,Darwin,Darwin City,Darwin International Airport,820
NT,Darwin,Darwin City,Darwin International Airport,820
NT,Darwin,Darwin City,Darwin Raaf,820
NT,Darwin,Darwin City,Darwin Raaf,820
NT,Darwin,Darwin City,East Point,820
NT,Darwin,Darwin City,Eaton,820
NT,Darwin,Darwin City,Fannie Bay,820
NT,Darwin,Darwin City,Hidden Valley,822
NT,Darwin,Darwin City,Hmas Coonawarra Naval Bse,820
NT,Darwin,Darwin City,Holmes,812
NT,Darwin,Darwin City,Jingili,810
NT,Darwin,Darwin City,Karama,812
NT,Darwin,Darwin City,Larakeyah Barracks,820
NT,Darwin,Darwin City,Larakeyah Barracks,820
NT,Darwin,Darwin City,Larrakeyah,820
NT,Darwin,Darwin City,Larrakeyah Barracks,820
NT,Darwin,Darwin City,Larrakeyah Barracks,820
NT,Darwin,Darwin City,Leanyer,812
NT,Darwin,Darwin City,Lee Point,810
NT,Darwin,Darwin City,Ludmilla,820
NT,Darwin,Darwin City,Lyons,810
NT,Darwin,Darwin City,Malak,812
NT,Darwin,Darwin City,Marrara,812
NT,Darwin,Darwin City,Millner,810
NT,Darwin,Darwin City,Moil,810
NT,Darwin,Darwin City,Muirhead,810
NT,Darwin,Darwin City,Nakara,810
NT,Darwin,Darwin City,Nightcliff,810
NT,Darwin,Darwin City,Parap,820
NT,Darwin,Darwin City,Point Stephens,822
NT,Darwin,Darwin City,Raaf Base Darwin,820
NT,Darwin,Darwin City,Raaf Base Darwin,820
NT,Darwin,Darwin City,Raaf Base Residential Area,820
NT,Darwin,Darwin City,Raaf Base Residential Area,820
NT,Darwin,Darwin City,Rapid Creek,810
NT,Darwin,Darwin City,Stuart Park,820
NT,Darwin,Darwin City,The Gardens,820
NT,Darwin,Darwin City,The Garden Stn,800
NT,Darwin,Darwin City,The Narrows,820
NT,Darwin,Darwin City,Tiwi,810
NT,Darwin,Darwin City,Tree Point,822
NT,Darwin,Darwin City,Wagaman,810
NT,Darwin,Darwin City,Wanguri,810
NT,Darwin,Darwin City,Winnellie,821
NT,Darwin,Darwin City,Woolner,820
NT,Darwin,Darwin City,Woolner Stn,820
NT,Darwin,Darwin City,Wulagi,812
NT,Darwin,Litchfield Shire,Acacia Hills,822
NT,Darwin,Litchfield Shire,Acacia Larrakia,837
NT,Darwin,Litchfield Shire,Acacia Larrakia,837
NT,Darwin,Litchfield Shire,Beatrice Hill,822
NT,Darwin,Litchfield Shire,Beatrice Hill,822
NT,Darwin,Litchfield Shire,Bees Creek,822
NT,Darwin,Litchfield Shire,Berry Springs,838
NT,Darwin,Litchfield Shire,Black Jungle,822
NT,Darwin,Litchfield Shire,Blackmore,822
NT,Darwin,Litchfield Shire,Channel Island,822
NT,Darwin,Litchfield Shire,Coolalinga,839
NT,Darwin,Litchfield Shire,Daly,822
NT,Darwin,Litchfield Shire,Darwin River,841
NT,Darwin,Litchfield Shire,Donalds Lagoon,822
NT,Darwin,Litchfield Shire,Donalds Lagoon,822
NT,Darwin,Litchfield Shire,Fly Creek,822
NT,Darwin,Litchfield Shire,Freds Pass,822
NT,Darwin,Litchfield Shire,Girraween,836
NT,Darwin,Litchfield Shire,Glyde Point,822
NT,Darwin,Litchfield Shire,Gunn Point,822
NT,Darwin,Litchfield Shire,Herbert,836
NT,Darwin,Litchfield Shire,Holtze,829
NT,Darwin,Litchfield Shire,Howard Peninsula,830
NT,Darwin,Litchfield Shire,Howard Peninsula,830
NT,Darwin,Litchfield Shire,Howard Springs,835
NT,Darwin,Litchfield Shire,Hughes,822
NT,Darwin,Litchfield Shire,Humpty Doo,836
NT,Darwin,Litchfield Shire,Humpty Doo Stn,836
NT,Darwin,Litchfield Shire,Kings Creek,830
NT,Darwin,Litchfield Shire,Kings Creek,830
NT,Darwin,Litchfield Shire,Knuckey Lagoon,828
NT,Darwin,Litchfield Shire,Koolpinyah,822
NT,Darwin,Litchfield Shire,Lambells Lagoon,822
NT,Darwin,Litchfield Shire,Livingston,822
NT,Darwin,Litchfield Shire,Livingston,838
NT,Darwin,Litchfield Shire,Livingston,822
NT,Darwin,Litchfield Shire,Livingstone,822
NT,Darwin,Litchfield Shire,Lloyd Creek,822
NT,Darwin,Litchfield Shire,Manton,837
NT,Darwin,Litchfield Shire,Manton River,837
NT,Darwin,Litchfield Shire,Manton River,837
NT,Darwin,Litchfield Shire,Mcminns Lagoon,822
NT,Darwin,Litchfield Shire,Mcminns Lagoon,822
NT,Darwin,Litchfield Shire,Micket Creek,822
NT,Darwin,Litchfield Shire,Mickett Creek,822
NT,Darwin,Litchfield Shire,Mickett Creek,822
NT,Darwin,Litchfield Shire,Middle Point,822
NT,Darwin,Litchfield Shire,Murrumujuk,822
NT,Darwin,Litchfield Shire,Noonamah,837
NT,Darwin,Litchfield Shire,Point Stephens,822
NT,Darwin,Litchfield Shire,Robertson Barracks,829
NT,Darwin,Litchfield Shire,Robertson Barracks,829
NT,Darwin,Litchfield Shire,Shoal Bay,830
NT,Darwin,Litchfield Shire,Southport,822
NT,Darwin,Litchfield Shire,Sunday Creek,822
NT,Darwin,Litchfield Shire,Sunday Creek,822
NT,Darwin,Litchfield Shire,Tree Point,830
NT,Darwin,Litchfield Shire,Tumbling Waters,822
NT,Darwin,Litchfield Shire,Vernon Islands,822
NT,Darwin,Litchfield Shire,Virginia,834
NT,Darwin,Litchfield Shire,Wak Wak,822
NT,Darwin,Litchfield Shire,Weddell,822
NT,Darwin,Litchfield Shire,Wickham,822
NT,Darwin,Palmerston,Archer,830
NT,Darwin,Palmerston,Bakewell,832
NT,Darwin,Palmerston,Bellamack,832
NT,Darwin,Palmerston,Charles Darwin,820
NT,Darwin,Palmerston,Driver,830
NT,Darwin,Palmerston,Durack,830
NT,Darwin,Palmerston,East Arm,822
NT,Darwin,Palmerston,Elizabeth River,822
NT,Darwin,Palmerston,Elizabeth River,830
NT,Darwin,Palmerston,Elrundie,822
NT,Darwin,Palmerston,Farrar,830
NT,Darwin,Palmerston,Gray,830
NT,Darwin,Palmerston,Gunn,832
NT,Darwin,Palmerston,Hudson Creek,822
NT,Darwin,Palmerston,Hudson Creek,822
NT,Darwin,Palmerston,Johnston,832
NT,Darwin,Palmerston,Marlow Lagoon,830
NT,Darwin,Palmerston,Mitchell,832
NT,Darwin,Palmerston,Moulden,830
NT,Darwin,Palmerston,Palmerston,830
NT,Darwin,Palmerston,Palmerston,830
NT,Darwin,Palmerston,Palmerston,830
NT,Darwin,Palmerston,Palmerston,830
NT,Darwin,Palmerston,Palmerston,830
NT,Darwin,Palmerston,Palmerston City,830
NT,Darwin,Palmerston,Palmerston   City,830
NT,Darwin,Palmerston,Pinelands,829
NT,Darwin,Palmerston,Rosebery,832
NT,Darwin,Palmerston,Tivendale,822
NT,Darwin,Palmerston,Wishart,822
NT,Darwin,Palmerston,Woodroffe,830
NT,Darwin,Palmerston,Yarrawonga,830
NT,Darwin,Palmerston,Zuccoli,832
NT,Northern Territory,Alligator,Annaburroo Billabong,822
NT,Northern Territory,Alligator,Annaburroo Billabong,822
NT,Northern Territory,Alligator,Bark Hut Inn,822
NT,Northern Territory,Alligator,Bark Hut Inn,822
NT,Northern Territory,Alligator,Cobourg,822
NT,Northern Territory,Alligator,Cobourg Peninsula,822
NT,Northern Territory,Alligator,Deepwater,822
NT,Northern Territory,Alligator,Deepwater,822
NT,Northern Territory,Alligator,Goodparla,822
NT,Northern Territory,Alligator,Goodparla,822
NT,Northern Territory,Alligator,Gunbalanya,822
NT,Northern Territory,Alligator,Hotham,822
NT,Northern Territory,Alligator,Jabiru,886
NT,Northern Territory,Alligator,Kakadu,822
NT,Northern Territory,Alligator,Kakadu National Park,822
NT,Northern Territory,Alligator,Kakadu National Park,822
NT,Northern Territory,Alligator,King River,822
NT,Northern Territory,Alligator,King River,822
NT,Northern Territory,Alligator,Maningrida,822
NT,Northern Territory,Alligator,Margaret River,822
NT,Northern Territory,Alligator,Marrakai,822
NT,Northern Territory,Alligator,Mckinlay River,822
NT,Northern Territory,Alligator,Mckinlay River,822
NT,Northern Territory,Alligator,Minjilang,822
NT,Northern Territory,Alligator,Mount Borradaile,822
NT,Northern Territory,Alligator,Mount Borradaile,822
NT,Northern Territory,Alligator,Mount Bundey,822
NT,Northern Territory,Alligator,Opium Creek,822
NT,Northern Territory,Alligator,Opium Creek,822
NT,Northern Territory,Alligator,Point Stuart,822
NT,Northern Territory,Alligator,Robin Falls,822
NT,Northern Territory,Alligator,Van Diemen Gulf,822
NT,Northern Territory,Alligator,Warruwi,822
NT,Northern Territory,Alligator,West Arnhem,822
NT,Northern Territory,Alligator,Wildman River,822
NT,Northern Territory,Alligator,Wildman River Plantation,822
NT,Northern Territory,Alligator,Wildman River Plantation,822
NT,Northern Territory,Barkly,Alexandria,862
NT,Northern Territory,Barkly,Ali Curung,872
NT,Northern Territory,Barkly,Alpurrurulam,4825
NT,Northern Territory,Barkly,Alroy Downs,862
NT,Northern Territory,Barkly,Alroy Downs,862
NT,Northern Territory,Barkly,Annitowa,872
NT,Northern Territory,Barkly,Annitowa,872
NT,Northern Territory,Barkly,Anthony Lagoon,852
NT,Northern Territory,Barkly,Anthony Lagoon,852
NT,Northern Territory,Barkly,Argadargada,872
NT,Northern Territory,Barkly,Argadargada,872
NT,Northern Territory,Barkly,Austral Downs,4825
NT,Northern Territory,Barkly,Austral Downs,4825
NT,Northern Territory,Barkly,Avon Downs,872
NT,Northern Territory,Barkly,Avon Downs,4825
NT,Northern Territory,Barkly,Banka Banka,862
NT,Northern Territory,Barkly,Banka Banka,862
NT,Northern Territory,Barkly,Barrow Creek,872
NT,Northern Territory,Barkly,Barrow Creek,872
NT,Northern Territory,Barkly,Beetaloo,862
NT,Northern Territory,Barkly,Beetaloo,862
NT,Northern Territory,Barkly,Benmara,862
NT,Northern Territory,Barkly,Benmara,852
NT,Northern Territory,Barkly,Brunchilly,860
NT,Northern Territory,Barkly,Brunchilly,862
NT,Northern Territory,Barkly,Brunette Downs,862
NT,Northern Territory,Barkly,Brunette Downs,862
NT,Northern Territory,Barkly,Canteen Creek,872
NT,Northern Territory,Barkly,Connells Lagoon,862
NT,Northern Territory,Barkly,Costello,872
NT,Northern Territory,Barkly,Cresswell Downs,852
NT,Northern Territory,Barkly,Cresswell Downs,852
NT,Northern Territory,Barkly,Creswell,852
NT,Northern Territory,Barkly,Dalmore Downs,862
NT,Northern Territory,Barkly,Dalmore Downs,862
NT,Northern Territory,Barkly,Davenport,872
NT,Northern Territory,Barkly,Dry Creek,862
NT,Northern Territory,Barkly,Elkedra,872
NT,Northern Territory,Barkly,Elkedra,872
NT,Northern Territory,Barkly,Elliott,862
NT,Northern Territory,Barkly,Epenarra,872
NT,Northern Territory,Barkly,Epenarra,872
NT,Northern Territory,Barkly,Eva Downs,862
NT,Northern Territory,Barkly,Eva Downs,852
NT,Northern Territory,Barkly,Gallipoli,862
NT,Northern Territory,Barkly,Gecko Mine,862
NT,Northern Territory,Barkly,Gecko Mine,852
NT,Northern Territory,Barkly,Georgina Downs,4825
NT,Northern Territory,Barkly,Georgina Downs,872
NT,Northern Territory,Barkly,Gosse River,860
NT,Northern Territory,Barkly,Gosse River,852
NT,Northern Territory,Barkly,Gulunguru,862
NT,Northern Territory,Barkly,Gulunguru,862
NT,Northern Territory,Barkly,Hatches Creek,872
NT,Northern Territory,Barkly,Hatches Creek,872
NT,Northern Territory,Barkly,Helen Springs,862
NT,Northern Territory,Barkly,Helen Springs,862
NT,Northern Territory,Barkly,Kalumpurlpa,862
NT,Northern Territory,Barkly,Kalumpurlpa,852
NT,Northern Territory,Barkly,Kunayungku,862
NT,Northern Territory,Barkly,Kunayungku,852
NT,Northern Territory,Barkly,Kurntapurra,862
NT,Northern Territory,Barkly,Kurntapurra,862
NT,Northern Territory,Barkly,Kurundi,872
NT,Northern Territory,Barkly,Kurundi,872
NT,Northern Territory,Barkly,Lake Nash,4825
NT,Northern Territory,Barkly,Lake Nash,872
NT,Northern Territory,Barkly,Mittiebah,862
NT,Northern Territory,Barkly,Muckaty,862
NT,Northern Territory,Barkly,Muckaty,862
NT,Northern Territory,Barkly,Mungabroom,862
NT,Northern Territory,Barkly,Mungabroom,862
NT,Northern Territory,Barkly,Mungalawurru,862
NT,Northern Territory,Barkly,Mungalawurru,852
NT,Northern Territory,Barkly,Mungkarta,852
NT,Northern Territory,Barkly,Mungkarta,852
NT,Northern Territory,Barkly,Murranji,852
NT,Northern Territory,Barkly,Murranji,852
NT,Northern Territory,Barkly,Murray Downs,872
NT,Northern Territory,Barkly,Murray Downs,872
NT,Northern Territory,Barkly,Namerinni,862
NT,Northern Territory,Barkly,Namerinni,862
NT,Northern Territory,Barkly,Neutral Junction,872
NT,Northern Territory,Barkly,Neutral Junction,872
NT,Northern Territory,Barkly,Newcastle Waters,862
NT,Northern Territory,Barkly,Nguyarramini,860
NT,Northern Territory,Barkly,Nguyarramini,852
NT,Northern Territory,Barkly,Nicholson,862
NT,Northern Territory,Barkly,Nobles Nob Mine,860
NT,Northern Territory,Barkly,Nobles Nob Mine,852
NT,Northern Territory,Barkly,Pamayu,862
NT,Northern Territory,Barkly,Pawarinji,862
NT,Northern Territory,Barkly,Pawarinji,852
NT,Northern Territory,Barkly,Peko Mine,860
NT,Northern Territory,Barkly,Peko Mine,852
NT,Northern Territory,Barkly,Phillip Creek,862
NT,Northern Territory,Barkly,Phillip Creek,852
NT,Northern Territory,Barkly,Pingala,862
NT,Northern Territory,Barkly,Pingala,852
NT,Northern Territory,Barkly,Powell Creek,862
NT,Northern Territory,Barkly,Powell Creek,862
NT,Northern Territory,Barkly,Ranken,4825
NT,Northern Territory,Barkly,Renner Springs,862
NT,Northern Territory,Barkly,Renner Springs,862
NT,Northern Territory,Barkly,Rockhampton Downs,862
NT,Northern Territory,Barkly,Rockhampton Downs,862
NT,Northern Territory,Barkly,Singleton,872
NT,Northern Territory,Barkly,Singleton,872
NT,Northern Territory,Barkly,Soudan,872
NT,Northern Territory,Barkly,Soudan,4825
NT,Northern Territory,Barkly,Tablelands,862
NT,Northern Territory,Barkly,Tanami East,852
NT,Northern Territory,Barkly,Tara,872
NT,Northern Territory,Barkly,Tara Community,872
NT,Northern Territory,Barkly,Tara Community,872
NT,Northern Territory,Barkly,Tennant Creek,860
NT,Northern Territory,Barkly,Ucharonidge,862
NT,Northern Territory,Barkly,Ucharonidge,862
NT,Northern Territory,Barkly,Wallis Creek,862
NT,Northern Territory,Barkly,Wangalinji,862
NT,Northern Territory,Barkly,Warrego,862
NT,Northern Territory,Barkly,Warumungu,852
NT,Northern Territory,Barkly,Wauchope,872
NT,Northern Territory,Barkly,Wauchope,872
NT,Northern Territory,Barkly,Wogyala,862
NT,Northern Territory,Barkly,Wogyala,862
NT,Northern Territory,Barkly,Wunara,872
NT,Northern Territory,Barkly,Wunara,872
NT,Northern Territory,Barkly,Wutunugurra,872
NT,Northern Territory,Barkly,Wycliffe Well,872
NT,Northern Territory,Barkly,Wycliffe Well,872
NT,Northern Territory,Bathurst & Melville,Milikapiti,822
NT,Northern Territory,Bathurst & Melville,Nguiu,
NT,Northern Territory,Bathurst & Melville,Nguiu,822
NT,Northern Territory,Bathurst & Melville,Nguiu,822
NT,Northern Territory,Bathurst & Melville,Pirlangimpi,822
NT,Northern Territory,Bathurst & Melville,Tiwi Islands,822
NT,Northern Territory,Bathurst & Melville,Wurankuwu,822
NT,Northern Territory,Bathurst & Melville,Wurrumiyanga,822
NT,Northern Territory,Central NT,Aileron,872
NT,Northern Territory,Central NT,Aileron,872
NT,Northern Territory,Central NT,Alatyeye,872
NT,Northern Territory,Central NT,Alatyeye,872
NT,Northern Territory,Central NT,Alcoota,872
NT,Northern Territory,Central NT,Alcoota,872
NT,Northern Territory,Central NT,Alice Springs,870
NT,Northern Territory,Central NT,Allambi,872
NT,Northern Territory,Central NT,Allambi,872
NT,Northern Territory,Central NT,Ambalindum,872
NT,Northern Territory,Central NT,Ambalindum,872
NT,Northern Territory,Central NT,Amburla,872
NT,Northern Territory,Central NT,Amburla,872
NT,Northern Territory,Central NT,Ammaroo,872
NT,Northern Territory,Central NT,Ammaroo,872
NT,Northern Territory,Central NT,Amoonguna,873
NT,Northern Territory,Central NT,Ampilatwatja,872
NT,Northern Territory,Central NT,Anatye,872
NT,Northern Territory,Central NT,Andado,872
NT,Northern Territory,Central NT,Andado,872
NT,Northern Territory,Central NT,Angas Downs,872
NT,Northern Territory,Central NT,Angas Downs,872
NT,Northern Territory,Central NT,Ankerrapw,872
NT,Northern Territory,Central NT,Ankerrapw,872
NT,Northern Territory,Central NT,Ankweleyelengkwe,872
NT,Northern Territory,Central NT,Ankweleyelengkwe,872
NT,Northern Territory,Central NT,Anmatjere,872
NT,Northern Territory,Central NT,Anningie,872
NT,Northern Territory,Central NT,Anningie,872
NT,Northern Territory,Central NT,Araluen,870
NT,Northern Territory,Central NT,Arapunya,872
NT,Northern Territory,Central NT,Arapunya,872
NT,Northern Territory,Central NT,Areyonga,872
NT,Northern Territory,Central NT,Arltunga,872
NT,Northern Territory,Central NT,Arltunga,872
NT,Northern Territory,Central NT,Artekerre,872
NT,Northern Territory,Central NT,Artekerre,872
NT,Northern Territory,Central NT,Arumbera,873
NT,Northern Territory,Central NT,Atartinga,872
NT,Northern Territory,Central NT,Atartinga,872
NT,Northern Territory,Central NT,Atitjere,872
NT,Northern Territory,Central NT,Atula,872
NT,Northern Territory,Central NT,Atula,872
NT,Northern Territory,Central NT,Bond Springs,870
NT,Northern Territory,Central NT,Bond Springs,872
NT,Northern Territory,Central NT,Braitling,870
NT,Northern Territory,Central NT,Burt Creek,872
NT,Northern Territory,Central NT,Burt Creek,872
NT,Northern Territory,Central NT,Burt Plain,872
NT,Northern Territory,Central NT,Bushy Park,872
NT,Northern Territory,Central NT,Bushy Park,872
NT,Northern Territory,Central NT,Central Mount Wedge,872
NT,Northern Territory,Central NT,Central Mount Wedge,872
NT,Northern Territory,Central NT,Chilla Well,872
NT,Northern Territory,Central NT,Ciccone,870
NT,Northern Territory,Central NT,Coniston,872
NT,Northern Territory,Central NT,Coniston,872
NT,Northern Territory,Central NT,Connellan,873
NT,Northern Territory,Central NT,Curtin Springs,872
NT,Northern Territory,Central NT,Curtin Springs,872
NT,Northern Territory,Central NT,Deep Well,870
NT,Northern Territory,Central NT,Deep Well,872
NT,Northern Territory,Central NT,Delmore Downs,872
NT,Northern Territory,Central NT,Delmore Downs,872
NT,Northern Territory,Central NT,Delny,872
NT,Northern Territory,Central NT,Delny,872
NT,Northern Territory,Central NT,Derry Downs,872
NT,Northern Territory,Central NT,Derry Downs,872
NT,Northern Territory,Central NT,Derwent,872
NT,Northern Territory,Central NT,Derwent,872
NT,Northern Territory,Central NT,Desert Springs,870
NT,Northern Territory,Central NT,Dneiper,872
NT,Northern Territory,Central NT,Dneiper,872
NT,Northern Territory,Central NT,Docker River,872
NT,Northern Territory,Central NT,Docker River,872
NT,Northern Territory,Central NT,East Side,870
NT,Northern Territory,Central NT,Engawala,872
NT,Northern Territory,Central NT,Erldunda,872
NT,Northern Territory,Central NT,Erldunda,872
NT,Northern Territory,Central NT,Finke,872
NT,Northern Territory,Central NT,Finke Gorge National Park,872
NT,Northern Territory,Central NT,Finke Gorge National Park,872
NT,Northern Territory,Central NT,Flynn,875
NT,Northern Territory,Central NT,Foxalls Well,872
NT,Northern Territory,Central NT,Foxalls Well,872
NT,Northern Territory,Central NT,Ghan,872
NT,Northern Territory,Central NT,Gillen,870
NT,Northern Territory,Central NT,Gillens Bore,872
NT,Northern Territory,Central NT,Gillens Bore,872
NT,Northern Territory,Central NT,Glen Helen,872
NT,Northern Territory,Central NT,Glen Helen,872
NT,Northern Territory,Central NT,Glen Helen Homestead,872
NT,Northern Territory,Central NT,Glen Helen Homestead,872
NT,Northern Territory,Central NT,Haasts Bluff,872
NT,Northern Territory,Central NT,Hale,872
NT,Northern Territory,Central NT,Hamilton Downs,872
NT,Northern Territory,Central NT,Hamilton Downs,872
NT,Northern Territory,Central NT,Harry Creek,870
NT,Northern Territory,Central NT,Harry Creek,872
NT,Northern Territory,Central NT,Hart,872
NT,Northern Territory,Central NT,Henbury,872
NT,Northern Territory,Central NT,Henbury,872
NT,Northern Territory,Central NT,Hermannsburg,872
NT,Northern Territory,Central NT,Horseshoe Bend,872
NT,Northern Territory,Central NT,Horseshoe Bend,872
NT,Northern Territory,Central NT,Huckitta,872
NT,Northern Territory,Central NT,Huckitta,872
NT,Northern Territory,Central NT,Hugh,872
NT,Northern Territory,Central NT,Idracowra,872
NT,Northern Territory,Central NT,Idracowra,872
NT,Northern Territory,Central NT,Illapareye,872
NT,Northern Territory,Central NT,Illapareye,872
NT,Northern Territory,Central NT,Ilparpa,873
NT,Northern Territory,Central NT,Imanpa,872
NT,Northern Territory,Central NT,Indiana,872
NT,Northern Territory,Central NT,Indiana,872
NT,Northern Territory,Central NT,Injulkama,872
NT,Northern Territory,Central NT,Injulkama,872
NT,Northern Territory,Central NT,Irlpme,874
NT,Northern Territory,Central NT,Irrerlirre,872
NT,Northern Territory,Central NT,Irrerlirre,872
NT,Northern Territory,Central NT,Iwupataka,870
NT,Northern Territory,Central NT,Iwupataka,872
NT,Northern Territory,Central NT,Jdsrf Pine Gap,870
NT,Northern Territory,Central NT,Jdsrf Pine Gap,872
NT,Northern Territory,Central NT,Jervois,872
NT,Northern Territory,Central NT,Jervois,872
NT,Northern Territory,Central NT,Jinka,872
NT,Northern Territory,Central NT,Jinka,872
NT,Northern Territory,Central NT,Kaltukatjara,872
NT,Northern Territory,Central NT,Kilgariff,873
NT,Northern Territory,Central NT,Kintore,872
NT,Northern Territory,Central NT,Kulgera,872
NT,Northern Territory,Central NT,Kulgera,872
NT,Northern Territory,Central NT,Kunparrka,872
NT,Northern Territory,Central NT,Kurrajong,872
NT,Northern Territory,Central NT,Kurrajong,872
NT,Northern Territory,Central NT,Lake Mackay,872
NT,Northern Territory,Central NT,Laramba,872
NT,Northern Territory,Central NT,Larapinta,875
NT,Northern Territory,Central NT,Lilla Creek,872
NT,Northern Territory,Central NT,Lilla Creek,872
NT,Northern Territory,Central NT,Little Well,872
NT,Northern Territory,Central NT,Little Well,872
NT,Northern Territory,Central NT,Loves Creek,872
NT,Northern Territory,Central NT,Loves Creek,872
NT,Northern Territory,Central NT,Macdonald Downs,872
NT,Northern Territory,Central NT,Macdonald Downs,872
NT,Northern Territory,Central NT,Manners Creek,872
NT,Northern Territory,Central NT,Manners Creek,872
NT,Northern Territory,Central NT,Marqua,872
NT,Northern Territory,Central NT,Marqua,872
NT,Northern Territory,Central NT,Maryvale,872
NT,Northern Territory,Central NT,Maryvale,872
NT,Northern Territory,Central NT,Mbunghara,872
NT,Northern Territory,Central NT,Mbunghara,872
NT,Northern Territory,Central NT,Mereenie,872
NT,Northern Territory,Central NT,Mount Doreen,872
NT,Northern Territory,Central NT,Mount Doreen,872
NT,Northern Territory,Central NT,Mount Ebenezer,872
NT,Northern Territory,Central NT,Mount Ebenezer,872
NT,Northern Territory,Central NT,Mount Johns,874
NT,Northern Territory,Central NT,Mount Liebig,872
NT,Northern Territory,Central NT,Mount Zeil,872
NT,Northern Territory,Central NT,Mt Eaglebeak,872
NT,Northern Territory,Central NT,Mt Eaglebeak,872
NT,Northern Territory,Central NT,Mt Johns,874
NT,Northern Territory,Central NT,Mt Riddock,872
NT,Northern Territory,Central NT,Mt Riddock,872
NT,Northern Territory,Central NT,Mulga Park,872
NT,Northern Territory,Central NT,Mulga Park,872
NT,Northern Territory,Central NT,Mutitjulu,872
NT,Northern Territory,Central NT,Namatjira,872
NT,Northern Territory,Central NT,Napperby,872
NT,Northern Territory,Central NT,Napperby,872
NT,Northern Territory,Central NT,Narwietooma,872
NT,Northern Territory,Central NT,Narwietooma,872
NT,Northern Territory,Central NT,New Crown,872
NT,Northern Territory,Central NT,New Crown,872
NT,Northern Territory,Central NT,Newhaven,872
NT,Northern Territory,Central NT,Newhaven,872
NT,Northern Territory,Central NT,Numery,872
NT,Northern Territory,Central NT,Numery,872
NT,Northern Territory,Central NT,Nyirripi,872
NT,Northern Territory,Central NT,Oak Valley,872
NT,Northern Territory,Central NT,Oak Valley,872
NT,Northern Territory,Central NT,Ooratippra,872
NT,Northern Territory,Central NT,Ooratippra,872
NT,Northern Territory,Central NT,Orange Creek,870
NT,Northern Territory,Central NT,Orange Creek,872
NT,Northern Territory,Central NT,Owen Springs,870
NT,Northern Territory,Central NT,Owen Springs,872
NT,Northern Territory,Central NT,Palmer Valley,872
NT,Northern Territory,Central NT,Palmer Valley,872
NT,Northern Territory,Central NT,Pantharrpilenhe,872
NT,Northern Territory,Central NT,Pantharrpilenhe,872
NT,Northern Territory,Central NT,Pantyinteme,872
NT,Northern Territory,Central NT,Pantyinteme,872
NT,Northern Territory,Central NT,Papunya,872
NT,Northern Territory,Central NT,Petermann,872
NT,Northern Territory,Central NT,Pine Gap,870
NT,Northern Territory,Central NT,Pine Gap,872
NT,Northern Territory,Central NT,Pine Hill,872
NT,Northern Territory,Central NT,Pine Hill,872
NT,Northern Territory,Central NT,Rabbit Flat,872
NT,Northern Territory,Central NT,Rabbit Flat,872
NT,Northern Territory,Central NT,Ringwood,872
NT,Northern Territory,Central NT,Ringwood,872
NT,Northern Territory,Central NT,Ross,873
NT,Northern Territory,Central NT,Ross River Homestead,872
NT,Northern Territory,Central NT,Ross River Homestead,872
NT,Northern Territory,Central NT,Sadadeen,870
NT,Northern Territory,Central NT,Sandover,872
NT,Northern Territory,Central NT,Sandy Bore,872
NT,Northern Territory,Central NT,Sandy Bore,872
NT,Northern Territory,Central NT,Santa Teresa,872
NT,Northern Territory,Central NT,Simpson,872
NT,Northern Territory,Central NT,Sixteen Mile Creek,872
NT,Northern Territory,Central NT,Sixteen Mile Creek,872
